BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Bathroom,Point of Contact
3,20000,1200,Carpet Area,"Haridevpur, Paschim Putiary",Kolkata,Semi-Furnished,2,Contact Owner
1,9000,450,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,1,Contact Agent
3,13000,950,Carpet Area,"Rabindrapally, Garia",Kolkata,Unfurnished,2,Contact Owner
1,7000,350,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,1,Contact Agent
1,9000,450,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,1,Contact Agent
1,9000,550,Carpet Area,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,1,Contact Owner
2,10000,300,Carpet Area,Keshtopur,Kolkata,Unfurnished,1,Contact Owner
3,15000,1250,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Semi-Furnished,2,Contact Owner
2,7000,700,Super Area,Garia,Kolkata,Unfurnished,1,Contact Owner
3,8000,812,Super Area,Hooghly,Kolkata,Unfurnished,2,Contact Owner
2,8000,550,Super Area,"Kalabagan, Tollygunge",Kolkata,Unfurnished,1,Contact Owner
1,5000,500,Super Area,Rishra,Kolkata,Semi-Furnished,1,Contact Owner
1,14000,320,Carpet Area,"Action Area 3, Rajarhat Newtown",Kolkata,Furnished,1,Contact Owner
2,5000,600,Super Area,"Anandapuri, Barrackpore",Kolkata,Unfurnished,1,Contact Owner
2,5000,420,Carpet Area,Barasat,Kolkata,Unfurnished,1,Contact Owner
3,12000,1100,Super Area,Rabindrapally Kestopur,Kolkata,Unfurnished,1,Contact Owner
1,3200,220,Super Area,Sodepur,Kolkata,Unfurnished,1,Contact Owner
2,8500,700,Carpet Area,Nungi More,Kolkata,Semi-Furnished,2,Contact Owner
3,16000,1200,Carpet Area,"Baishnabghata, Garia",Kolkata,Unfurnished,2,Contact Agent
2,14000,800,Carpet Area,Santoshpur - EM Bypass,Kolkata,Unfurnished,2,Contact Owner
1,8000,300,Carpet Area,Bansdroni,Kolkata,Furnished,1,Contact Agent
2,7000,650,Carpet Area,Baruipur,Kolkata,Unfurnished,1,Contact Owner
1,8000,600,Super Area,Garia,Kolkata,Furnished,1,Contact Owner
1,3000,350,Super Area,Belghoria,Kolkata,Unfurnished,1,Contact Owner
1,3800,500,Carpet Area,Nalta,Kolkata,Unfurnished,1,Contact Owner
1,6500,400,Super Area,"Vivek Nagar, Garfa",Kolkata,Unfurnished,1,Contact Owner
3,20000,1750,Super Area,Kalindi,Kolkata,Semi-Furnished,3,Contact Owner
3,30000,1600,Super Area,Ballygunge,Kolkata,Unfurnished,2,Contact Owner
1,8000,300,Carpet Area,Salt Lake City Sector 5,Kolkata,Semi-Furnished,1,Contact Agent
2,14000,1100,Super Area,"Survey park, Santoshpur, kolkata",Kolkata,Semi-Furnished,2,Contact Owner
2,7200,830,Super Area,Sodepur,Kolkata,Unfurnished,1,Contact Owner
2,7000,600,Carpet Area,2 BHK,Kolkata,Semi-Furnished,2,Contact Owner
1,7000,500,Super Area,Baranagar,Kolkata,Unfurnished,2,Contact Owner
2,7500,900,Carpet Area,Dum Dum Cantonment,Kolkata,Unfurnished,1,Contact Owner
2,8500,1250,Carpet Area,Barasat,Kolkata,Unfurnished,2,Contact Owner
2,12000,700,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,1,Contact Agent
1,8500,850,Carpet Area,Dakshineswar,Kolkata,Unfurnished,2,Contact Owner
2,9500,550,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,1,Contact Owner
2,7500,550,Carpet Area,"New Garia Metro, New Garia",Kolkata,Furnished,2,Contact Owner
2,12000,1200,Super Area,Hati Bagan - Bansdroni,Kolkata,Unfurnished,1,Contact Owner
3,20000,1100,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,2,Contact Agent
2,8500,650,Super Area,Howrah,Kolkata,Semi-Furnished,1,Contact Owner
3,20000,1050,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,2,Contact Agent
2,6000,960,Super Area,Dum Dum,Kolkata,Semi-Furnished,2,Contact Owner
2,5500,650,Carpet Area,Joka,Kolkata,Unfurnished,2,Contact Owner
1,7000,550,Super Area,Kasba,Kolkata,Semi-Furnished,1,Contact Owner
2,7000,500,Super Area,Dum Dum Metro,Kolkata,Semi-Furnished,2,Contact Owner
1,6500,450,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,1,Contact Owner
2,10000,850,Super Area,Agarpara,Kolkata,Unfurnished,2,Contact Owner
1,5200,300,Carpet Area,Dum Dum,Kolkata,Unfurnished,1,Contact Agent
2,13000,1000,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,3,Contact Owner
2,7000,500,Carpet Area,Garia,Kolkata,Unfurnished,1,Contact Owner
2,12000,756,Carpet Area,Dashadron Newtown Rajarhat,Kolkata,Semi-Furnished,1,Contact Owner
1,15000,1000,Super Area,Barrackpore,Kolkata,Unfurnished,1,Contact Owner
1,5000,150,Carpet Area,Anandapur,Kolkata,Unfurnished,1,Contact Owner
1,8000,800,Carpet Area,New town near ecopark .,Kolkata,Unfurnished,1,Contact Owner
2,8000,700,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,2,Contact Agent
1,5000,420,Super Area,Em Bypass South East,Kolkata,Unfurnished,1,Contact Owner
2,10000,800,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,1,Contact Agent
2,12000,288,Carpet Area,Kasba,Kolkata,Unfurnished,1,Contact Owner
2,8000,900,Super Area,"Teghoria, Baguiati",Kolkata,Unfurnished,2,Contact Owner
2,21000,850,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,2,Contact Agent
1,5000,350,Carpet Area,Thakurpukur,Kolkata,Unfurnished,1,Contact Owner
2,9000,600,Super Area,Baghajatin,Kolkata,Unfurnished,1,Contact Owner
2,8000,1600,Carpet Area,Kalyani,Kolkata,Semi-Furnished,1,Contact Owner
2,7000,986,Carpet Area,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,1,Contact Owner
3,35000,1330,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,2,Contact Agent
3,15000,1300,Super Area,Lake Town,Kolkata,Semi-Furnished,2,Contact Owner
2,6200,800,Carpet Area,Kestopur,Kolkata,Unfurnished,1,Contact Owner
2,9900,800,Carpet Area,Bijoygarh,Kolkata,Unfurnished,1,Contact Owner
2,7000,850,Super Area,Baranagar,Kolkata,Unfurnished,1,Contact Owner
1,5000,322,Carpet Area,Dum Dum Metro,Kolkata,Unfurnished,1,Contact Agent
2,6500,800,Carpet Area,Agarpara,Kolkata,Furnished,1,Contact Owner
4,40000,1500,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,2,Contact Agent
3,40000,3500,Super Area,Salt Lake City,Kolkata,Semi-Furnished,2,Contact Owner
2,12000,957,Carpet Area,Dasnagar,Kolkata,Furnished,2,Contact Owner
1,6500,850,Carpet Area,Baksara,Kolkata,Unfurnished,1,Contact Owner
2,10000,900,Carpet Area,Birati,Kolkata,Unfurnished,2,Contact Owner
2,15000,600,Super Area,Agarpara,Kolkata,Semi-Furnished,1,Contact Owner
1,5000,350,Carpet Area,Agarpara,Kolkata,Semi-Furnished,1,Contact Owner
2,7000,800,Super Area,Thakurpukur,Kolkata,Unfurnished,1,Contact Owner
2,6000,320,Carpet Area,"Baishnabghata Patuli, Patuli",Kolkata,Unfurnished,1,Contact Owner
3,15000,800,Carpet Area,Jyangra,Kolkata,Unfurnished,1,Contact Owner
2,10000,700,Carpet Area,Baghajatin,Kolkata,Semi-Furnished,2,Contact Owner
2,22000,1200,Super Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,2,Contact Agent
2,8500,750,Carpet Area,Ramchandrapur north,Kolkata,Semi-Furnished,1,Contact Owner
3,35000,1200,Super Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,3,Contact Agent
2,7000,450,Carpet Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,1,Contact Owner
3,8500,1430,Super Area,Baguihati,Kolkata,Semi-Furnished,1,Contact Owner
2,6000,450,Super Area,Dum Dum Metro,Kolkata,Unfurnished,1,Contact Agent
4,35000,800,Super Area,Behala,Kolkata,Semi-Furnished,3,Contact Owner
1,6000,400,Super Area,Thakurpukur,Kolkata,Unfurnished,1,Contact Owner
2,8000,650,Super Area,"Garia Station, Garia",Kolkata,Unfurnished,1,Contact Owner
1,5000,450,Carpet Area,"Fartabad, Garia",Kolkata,Unfurnished,1,Contact Owner
2,6000,600,Super Area,Belgharia,Kolkata,Unfurnished,1,Contact Owner
3,15000,1200,Carpet Area,Lake Town,Kolkata,Unfurnished,2,Contact Owner
2,9000,700,Carpet Area,Baguiati,Kolkata,Unfurnished,1,Contact Owner
1,5000,300,Carpet Area,Barrackpore,Kolkata,Unfurnished,1,Contact Agent
3,8000,1200,Super Area,"Ramkrishna Pally, Kaikhali",Kolkata,Unfurnished,3,Contact Owner
3,35000,1300,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,2,Contact Agent
1,5500,400,Super Area,"Shyam Villa V, Dum Dum",Kolkata,Unfurnished,1,Contact Agent
3,35000,1320,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,2,Contact Agent
2,11000,1000,Super Area,"Anandapuri, Barrackpore",Kolkata,Furnished,2,Contact Owner
2,10000,700,Carpet Area,"Sarat Ghosh Garden, Dhakuria",Kolkata,Unfurnished,1,Contact Owner
2,6500,800,Carpet Area,locality,Kolkata,Unfurnished,2,Contact Owner
2,6000,900,Super Area,Baguiati,Kolkata,Furnished,1,Contact Owner
3,36125,1700,Super Area,Salt Lake City,Kolkata,Unfurnished,2,Contact Owner
2,6800,600,Carpet Area,Purba Putiary,Kolkata,Unfurnished,1,Contact Owner
2,8500,850,Carpet Area,Barasat,Kolkata,Unfurnished,2,Contact Owner
2,5000,550,Carpet Area,Birati,Kolkata,Unfurnished,1,Contact Owner
1,6500,650,Carpet Area,"Garia Station, Garia",Kolkata,Furnished,1,Contact Owner
1,6500,800,Carpet Area,Santragachi,Kolkata,Unfurnished,1,Contact Owner
2,4500,475,Super Area,Birati,Kolkata,Unfurnished,1,Contact Owner
1,6000,200,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,1,Contact Agent
1,10000,400,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,1,Contact Agent
1,12000,500,Super Area,"Madurdaha, Hussainpur",Kolkata,Furnished,1,Contact Agent
2,12000,550,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,1,Contact Agent
2,12000,800,Super Area,Dum Dum,Kolkata,Unfurnished,1,Contact Owner
2,9000,1000,Super Area,Airport Area Behala,Kolkata,Furnished,2,Contact Owner
1,5000,400,Carpet Area,Sonarpur,Kolkata,Semi-Furnished,1,Contact Owner
1,6000,300,Carpet Area,"Picnic Garden, E M Bypass",Kolkata,Unfurnished,1,Contact Agent
2,5500,450,Carpet Area,Bisharpara,Kolkata,Unfurnished,1,Contact Owner
2,5500,450,Carpet Area,Bisharpara,Kolkata,Unfurnished,1,Contact Owner
2,8500,1100,Carpet Area,Nayabad,Kolkata,Unfurnished,2,Contact Owner
1,5000,450,Super Area,"Ananda Pally, Jadavpur",Kolkata,Unfurnished,1,Contact Owner
2,23000,1100,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,2,Contact Owner
2,5500,650,Carpet Area,Behala,Kolkata,Unfurnished,1,Contact Owner
2,8500,780,Carpet Area,Airport Area,Kolkata,Unfurnished,1,Contact Owner
3,22000,1100,Super Area,Salt Lake City Sector 2,Kolkata,Semi-Furnished,2,Contact Owner
1,5500,800,Super Area,Barrackpore,Kolkata,Unfurnished,1,Contact Owner
1,7000,500,Super Area,Ranikuthi Telephone Exchange,Kolkata,Semi-Furnished,2,Contact Agent
1,5000,400,Carpet Area,Hooghly-Chinsurah,Kolkata,Unfurnished,1,Contact Owner
1,5000,450,Carpet Area,"Bansdroni Mauza, Krishnanagar",Kolkata,Unfurnished,1,Contact Owner
2,6500,550,Super Area,Kaikhali,Kolkata,Unfurnished,1,Contact Agent
2,8000,600,Carpet Area,700051,Kolkata,Unfurnished,1,Contact Owner
1,5500,200,Super Area,Jodhpur Park,Kolkata,Unfurnished,1,Contact Owner
2,6000,500,Carpet Area,Purba Sinthi Area,Kolkata,Semi-Furnished,1,Contact Owner
1,5500,450,Carpet Area,Kadam Tala,Kolkata,Unfurnished,1,Contact Owner
2,10000,1050,Super Area,Baidyabati,Kolkata,Unfurnished,2,Contact Owner
3,10000,1000,Carpet Area,Bansdroni,Kolkata,Unfurnished,2,Contact Owner
2,10000,1200,Super Area,Sodepur,Kolkata,Semi-Furnished,2,Contact Owner
3,12000,1100,Super Area,Jagacha,Kolkata,Semi-Furnished,2,Contact Owner
1,5200,220,Super Area,New Town,Kolkata,Unfurnished,1,Contact Owner
1,4000,350,Super Area,Behala,Kolkata,Unfurnished,1,Contact Owner
3,30000,1100,Carpet Area,FC Block,Kolkata,Unfurnished,1,Contact Owner
2,5146,800,Super Area,Sodepur,Kolkata,Unfurnished,1,Contact Owner
2,12000,950,Super Area,"Satgachi, South Dum Dum",Kolkata,Unfurnished,1,Contact Owner
3,7000,1200,Super Area,Hooghly-Chinsurah,Kolkata,Unfurnished,1,Contact Owner
2,8500,700,Super Area,Behala,Kolkata,Semi-Furnished,1,Contact Owner
1,7000,500,Super Area,"AH Block, Salt Lake",Kolkata,Unfurnished,1,Contact Owner
2,9500,570,Super Area,"Dhakuria -South East, Dhakuria",Kolkata,Unfurnished,1,Contact Owner
2,8000,650,Super Area,Baghajatin,Kolkata,Unfurnished,1,Contact Owner
3,15000,1200,Super Area,Tollygunge,Kolkata,Unfurnished,3,Contact Owner
5,22500,960,Super Area,Kasba,Kolkata,Unfurnished,2,Contact Owner
2,12500,1250,Super Area,Rajarhat,Kolkata,Semi-Furnished,2,Contact Owner
3,34000,120,Super Area,CA 150 sector 1 saltlake,Kolkata,Furnished,2,Contact Owner
3,14000,950,Carpet Area,Kaikhali,Kolkata,Semi-Furnished,2,Contact Owner
1,9500,600,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,1,Contact Agent
2,7000,750,Super Area,Baughati,Kolkata,Unfurnished,1,Contact Owner
3,20000,1200,Super Area,Bansdroni,Kolkata,Unfurnished,2,Contact Owner
1,6500,400,Carpet Area,Salt Lake City Sector 5,Kolkata,Semi-Furnished,1,Contact Agent
1,7500,600,Carpet Area,Garfa,Kolkata,Furnished,1,Contact Owner
2,6500,700,Super Area,Dum Dum,Kolkata,Unfurnished,1,Contact Owner
2,9500,850,Super Area,Baguiati,Kolkata,Semi-Furnished,1,Contact Owner
1,1800,500,Super Area,Shyam Bazar,Kolkata,Semi-Furnished,1,Contact Owner
2,7500,650,Carpet Area,Baghajatin,Kolkata,Unfurnished,1,Contact Owner
2,10000,800,Super Area,Bansdroni,Kolkata,Semi-Furnished,2,Contact Owner
3,15000,830,Super Area,Dum Dum,Kolkata,Unfurnished,2,Contact Owner
2,7000,600,Super Area,Keshtopur,Kolkata,Unfurnished,1,Contact Agent
2,6000,800,Super Area,"Chandannagar, Hooghly-Chinsurah",Kolkata,Unfurnished,1,Contact Owner
2,14000,1200,Super Area,"Sakuntala Park, Behala",Kolkata,Semi-Furnished,2,Contact Owner
2,22000,1000,Super Area,Jheel Road,Kolkata,Furnished,2,Contact Owner
2,18000,750,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,2,Contact Agent
2,10000,800,Carpet Area,Garia,Kolkata,Unfurnished,2,Contact Owner
2,6000,1200,Super Area,Madhyam Gram,Kolkata,Unfurnished,2,Contact Owner
2,10000,750,Carpet Area,"Kumarpara, Narendrapur",Kolkata,Unfurnished,1,Contact Owner
3,10000,1500,Super Area,Santoshpur,Kolkata,Semi-Furnished,2,Contact Owner
1,5000,300,Super Area,"Noapara, Addarsha Pally",Kolkata,Unfurnished,1,Contact Owner
3,10000,800,Carpet Area,"Arobindo Pally, Paschim Putiary",Kolkata,Unfurnished,1,Contact Owner
2,7000,450,Super Area,Dum Dum,Kolkata,Unfurnished,2,Contact Owner
4,10000,1200,Super Area,Naihati,Kolkata,Furnished,2,Contact Owner
2,6000,500,Super Area,Howrah,Kolkata,Semi-Furnished,2,Contact Owner
2,18000,900,Carpet Area,Garia,Kolkata,Semi-Furnished,2,Contact Owner
2,8000,460,Carpet Area,Majarhati,Kolkata,Unfurnished,1,Contact Owner
2,8000,530,Super Area,Baghajatin,Kolkata,Semi-Furnished,1,Contact Owner
2,13000,650,Carpet Area,Lake Gardens,Kolkata,Semi-Furnished,2,Contact Owner
2,20000,700,Carpet Area,Salt Lake City Sector 2,Kolkata,Semi-Furnished,2,Contact Owner
2,6000,400,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,1,Contact Owner
2,12000,1000,Super Area,"Picnic Garden, Tiljala",Kolkata,Unfurnished,2,Contact Owner
1,10000,400,Carpet Area,"New Garia, Garia",Kolkata,Semi-Furnished,1,Contact Owner
2,14000,700,Carpet Area,Santoshpur,Kolkata,Unfurnished,2,Contact Owner
2,10000,850,Carpet Area,Baranagar,Kolkata,Semi-Furnished,2,Contact Owner
2,10500,558,Carpet Area,Tollygunge,Kolkata,Unfurnished,2,Contact Agent
2,6000,800,Super Area,Thakurpukur,Kolkata,Unfurnished,1,Contact Owner
2,12000,900,Carpet Area,"Bansdroni Mauza, Krishnanagar",Kolkata,Unfurnished,2,Contact Owner
3,14000,1600,Super Area,Ramrajatala,Kolkata,Furnished,2,Contact Owner
1,3700,150,Carpet Area,Lake Gardens,Kolkata,Unfurnished,1,Contact Owner
3,40000,1600,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,2,Contact Agent
3,25000,1000,Super Area,Rash Behari Avenue Connector,Kolkata,Unfurnished,1,Contact Owner
1,2200,700,Super Area,Baranagar,Kolkata,Unfurnished,1,Contact Owner
1,3300,175,Super Area,New Town,Kolkata,Unfurnished,1,Contact Owner
1,5000,450,Super Area,"Siriti, Tollygunge",Kolkata,Semi-Furnished,1,Contact Owner
3,60000,1700,Carpet Area,Salt Lake City,Kolkata,Semi-Furnished,3,Contact Agent
2,6000,425,Carpet Area,Nimta,Kolkata,Unfurnished,1,Contact Owner
3,7000,900,Super Area,"Michael Nagar, New Barrakpur",Kolkata,Semi-Furnished,3,Contact Owner
1,5000,400,Carpet Area,Keshtopur,Kolkata,Unfurnished,1,Contact Agent
2,11000,600,Super Area,Beliaghata,Kolkata,Unfurnished,1,Contact Agent
2,10000,721,Super Area,Belgharia Nimta,Kolkata,Furnished,2,Contact Owner
3,22000,1150,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,2,Contact Agent
3,65000,2210,Carpet Area,"Vedic Village, Rajarhat",Kolkata,Unfurnished,3,Contact Owner
2,7500,675,Super Area,Dum Dum,Kolkata,Unfurnished,1,Contact Owner
2,45000,1320,Super Area,Ballygunge,Kolkata,Furnished,2,Contact Owner
1,5000,250,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,1,Contact Agent
2,12000,720,Super Area,Shyam Bazar,Kolkata,Unfurnished,2,Contact Owner
5,25000,1880,Carpet Area,Dashdrone,Kolkata,Unfurnished,2,Contact Owner
3,18000,850,Carpet Area,"Sangati Colony, Netaji Nagar",Kolkata,Semi-Furnished,3,Contact Owner
2,25000,1050,Carpet Area,"Sahapur, New Alipore",Kolkata,Unfurnished,2,Contact Owner
1,25000,320,Super Area,"Shaheen Apartment, Andheri West",Mumbai,Semi-Furnished,1,Contact Owner
2,70000,750,Carpet Area,Santacruz West,Mumbai,Furnished,2,Contact Agent
1,45000,450,Carpet Area,"Rose Queen, Old Khar",Mumbai,Furnished,1,Contact Agent
3,75000,1100,Carpet Area,"Sabari Palm View, Chembur",Mumbai,Unfurnished,3,Contact Agent
1,14000,640,Super Area,Mira Road,Mumbai,Furnished,1,Contact Owner
1,60000,650,Super Area,"Siddhivinayak, Bandra West",Mumbai,Unfurnished,1,Contact Agent
2,160000,800,Carpet Area,parivar safalya chs,Mumbai,Unfurnished,2,Contact Owner
4,300000,1600,Carpet Area,"Trump Tower, Worli",Mumbai,Semi-Furnished,5,Contact Agent
1,22000,460,Super Area,Sion,Mumbai,Unfurnished,1,Contact Owner
4,130000,1650,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,4,Contact Agent
1,33000,480,Carpet Area,Sion Hospital Colony,Mumbai,Semi-Furnished,2,Contact Agent
1,32000,500,Carpet Area,Sion,Mumbai,Furnished,2,Contact Agent
1,30000,490,Carpet Area,"Sion East, Sion",Mumbai,Semi-Furnished,2,Contact Agent
1,49000,620,Super Area,"Sai Palace Apartment, Vile Parle West",Mumbai,Furnished,1,Contact Owner
2,28000,518,Carpet Area,Bhandup West,Mumbai,Semi-Furnished,2,Contact Owner
2,33500,700,Carpet Area,"Yogi Hills, Mulund West",Mumbai,Semi-Furnished,2,Contact Agent
2,85000,777,Carpet Area,"Hiranandani Castle Rock, Powai",Mumbai,Semi-Furnished,2,Contact Agent
2,35000,650,Carpet Area,Charkop,Mumbai,Unfurnished,2,Contact Agent
3,270000,1800,Carpet Area,Bandra West,Mumbai,Semi-Furnished,4,Contact Agent
5,400000,2308,Carpet Area,"Runwal Elegante, Andheri West",Mumbai,Furnished,5,Contact Agent
1,21000,425,Carpet Area,"Godrej Tranquil, Kandivali East",Mumbai,Unfurnished,2,Contact Agent
2,150000,890,Carpet Area,Cuffe Parade,Mumbai,Unfurnished,2,Contact Owner
1,22000,270,Super Area,Mahim West,Mumbai,Unfurnished,1,Contact Owner
2,100000,850,Carpet Area,Prabhadevi,Mumbai,Semi-Furnished,2,Contact Agent
2,60000,888,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,2,Contact Agent
2,8000,650,Carpet Area,"Nakoda Heights, Nalasopara",Mumbai,Semi-Furnished,2,Contact Agent
1,20000,275,Carpet Area,Worli,Mumbai,Unfurnished,1,Contact Agent
2,20000,700,Carpet Area,"Man Opus, Kashimira",Mumbai,Semi-Furnished,2,Contact Agent
1,25000,375,Super Area,Lal Baug,Mumbai,Unfurnished,1,Contact Owner
1,14000,424,Super Area,Malad East,Mumbai,Semi-Furnished,1,Contact Owner
1,19411,400,Super Area,Goregaon West,Mumbai,Furnished,2,Contact Owner
1,23000,450,Carpet Area,"Dheeraj Hill View Tower, Thakur Village, Kandivali East",Mumbai,Furnished,1,Contact Agent
4,190000,2079,Carpet Area,"Bombay Dyeing Two ICC, Dadar East",Mumbai,Semi-Furnished,5,Contact Agent
2,32000,586,Super Area,"Everard Nagar Co Operative Housing Society, Sion East",Mumbai,Semi-Furnished,1,Contact Owner
2,68000,610,Carpet Area,shivsagar,Mumbai,Furnished,2,Contact Owner
1,30000,488,Carpet Area,"Kyraa Ariso Apartment, Chembur",Mumbai,Semi-Furnished,2,Contact Owner
3,110000,1200,Carpet Area,"Lodha Azzuro , Parel",Mumbai,Semi-Furnished,3,Contact Agent
2,44000,722,Carpet Area,"Sheth Montana, Mulund West",Mumbai,Semi-Furnished,2,Contact Agent
1,20000,450,Carpet Area,"Gokul Regency Apartment, Thakur Complex",Mumbai,Unfurnished,1,Contact Agent
1,25000,500,Super Area,Ghatkopar West,Mumbai,Semi-Furnished,2,Contact Owner
2,40000,680,Carpet Area,"NG Royal Park, Kanjurmarg East",Mumbai,Furnished,2,Contact Agent
2,43000,1150,Carpet Area,"Montana Giona, Moti Nagar",Mumbai,Unfurnished,2,Contact Agent
2,44000,830,Carpet Area,"Sapphire Heights, Lokhandwala Twp",Mumbai,Furnished,2,Contact Agent
1,75000,550,Carpet Area,Bandra West,Mumbai,Furnished,1,Contact Agent
1,32000,470,Carpet Area,Central Area,Mumbai,Semi-Furnished,2,Contact Agent
1,16000,410,Carpet Area,Mira Bhayandar,Mumbai,Semi-Furnished,2,Contact Agent
2,65000,710,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,2,Contact Agent
2,45000,750,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,2,Contact Agent
2,57000,800,Carpet Area,Chembur,Mumbai,Unfurnished,2,Contact Agent
1,27000,435,Carpet Area,Film City Road,Mumbai,Unfurnished,2,Contact Agent
1,57000,500,Carpet Area,"Lodha New Cuffe Parade, Wadala",Mumbai,Semi-Furnished,1,Contact Agent
2,55000,800,Carpet Area,"Evershine Grandeur, Mindspace",Mumbai,Furnished,2,Contact Agent
1,40000,540,Carpet Area,Vile Parle East,Mumbai,Semi-Furnished,2,Contact Agent
2,95000,1050,Carpet Area,"Lodha New Cuffe Parade, Wadala East",Mumbai,Unfurnished,2,Contact Agent
2,85000,700,Carpet Area,"Lodha New Cuffe Parade, Wadala",Mumbai,Semi-Furnished,2,Contact Agent
4,300000,1600,Carpet Area,"Trump Tower, Worli",Mumbai,Semi-Furnished,4,Contact Agent
2,80000,600,Carpet Area,Breach Candy,Mumbai,Furnished,1,Contact Agent
1,13000,300,Super Area,Malad West,Mumbai,Unfurnished,2,Contact Owner
1,28000,550,Carpet Area,"Ambika Siddhi Apartment, Ghatkopar",Mumbai,Unfurnished,2,Contact Owner
3,89000,932,Carpet Area,Powai,Mumbai,Semi-Furnished,3,Contact Agent
1,28000,450,Carpet Area,Dina Bama Estate,Mumbai,Unfurnished,2,Contact Agent
2,13000,600,Carpet Area,Mira Road,Mumbai,Unfurnished,2,Contact Owner
